start_idx,end_idx,regime,hybrid_return,bh_return,difference,num_trades,num_strong,num_moderate,win_rate,sharpe,max_dd,config_name
0,1440,Sideways,1.7747806931503327,1.877632284180478,-0.1028515910301453,3,3,0,66.66666666666666,14.00541049401775,0.31382547599504074,Ultra-5 (Baseline)
1440,2880,Sideways,2.0406657396959598,-1.9199398516340356,3.9606055913299953,5,5,0,60.0,13.376615390097086,0.06188866701689401,Ultra-5 (Baseline)
2880,4320,Sideways,2.7346709145624484,-0.8201022009771113,3.5547731155395597,2,2,0,50.0,16.427863029610684,0.0,Ultra-5 (Baseline)
4320,5760,Bear,2.0135009580471888,-4.476676862179103,6.490177820226291,5,5,0,80.0,20.062877487500362,0.14625154000554363,Ultra-5 (Baseline)
5760,7200,Bear,1.7968692809908136,-2.6072446699346106,4.404113950925424,2,2,0,100.0,18.077639661978445,0.0,Ultra-5 (Baseline)
7200,8640,Sideways,2.9106152296464645,0.7528214993384328,2.1577937303080317,3,3,0,100.0,42.96801623662218,0.0,Ultra-5 (Baseline)
8640,10080,Bull,0.7789533227317407,3.8234243843739066,-3.0444710616421657,2,2,0,100.0,1382.6765570025407,0.0,Ultra-5 (Baseline)
10080,11520,Sideways,0.0,2.123385539553733,-2.123385539553733,0,0,0,0.0,0.0,0.0,Ultra-5 (Baseline)
11520,12960,Sideways,-1.173869296331559,-1.4139875292337014,0.24011823290214251,1,1,0,0.0,0.0,0.0,Ultra-5 (Baseline)
12960,14400,Bear,0.0,-5.472513919015698,5.472513919015698,0,0,0,0.0,0.0,0.0,Ultra-5 (Baseline)
14400,15840,Bull,0.0,7.132804185728906,-7.132804185728906,0,0,0,0.0,0.0,0.0,Ultra-5 (Baseline)
